Time	Trip Fraction[public transport]	Trip Fraction[regular car]	Trip Fraction[electric car]	Owner Fraction[public transport]	Owner Fraction[regular car]	Owner Fraction[electric car]
2010	0.239378	0.760622	0	0.160822	0.839178	0
2010.13	0.239378	0.760622	0	0.160822	0.839178	0
2010.25	0.236817	0.763183	0	0.159912	0.840088	0
2010.38	0.234394	0.765606	0	0.159018	0.840982	0
2010.5	0.232113	0.767887	0	0.158143	0.841857	0
2010.63	0.229965	0.770036	0	0.157288	0.842712	0
2010.75	0.227941	0.772059	0	0.156452	0.843548	0
2010.88	0.226034	0.773966	0	0.155634	0.844366	0
2011	0.224236	0.775764	0	0.154833	0.845167	0
2011.13	0.222542	0.777458	0	0.154049	0.845951	0
2011.25	0.220943	0.779057	0	0.153282	0.846718	0
2011.38	0.219435	0.780565	0	0.152531	0.847469	0
2011.5	0.218011	0.781989	0	0.151796	0.848204	0
2011.63	0.216667	0.783333	0	0.151076	0.848924	0
2011.75	0.215398	0.784602	0	0.150372	0.849628	0
2011.88	0.214198	0.785802	0	0.149681	0.850319	0
2012	0.213064	0.786936	0	0.149005	0.850995	0
2012.13	0.211991	0.788009	0	0.148343	0.851657	0
2012.25	0.210977	0.789023	0	0.147694	0.852306	0
2012.38	0.210016	0.789984	0	0.147058	0.852942	0
2012.5	0.209107	0.790893	0	0.146436	0.853564	0
2012.63	0.208245	0.791755	0	0.145825	0.854175	0
2012.75	0.207429	0.792571	0	0.145226	0.854761	1.36361e-005
2012.88	0.206655	0.793345	2.16578e-007	0.144636	0.855324	3.9622e-005
2013	0.205921	0.794078	1.05913e-006	0.144057	0.855865	7.87603e-005
2013.13	0.205226	0.794771	3.07532e-006	0.143487	0.856382	0.000131461
2013.25	0.204567	0.795426	6.89047e-006	0.142926	0.856876	0.000197807
2013.38	0.203941	0.796046	1.31584e-005	0.142375	0.857347	0.000277635
2013.5	0.203347	0.796631	2.25256e-005	0.141833	0.857797	0.000370597
2013.63	0.202782	0.797182	3.56066e-005	0.141299	0.858225	0.000476204
2013.75	0.202245	0.797702	5.29678e-005	0.140774	0.858633	0.000593864
2013.88	0.201734	0.79819	7.51172e-005	0.140257	0.85902	0.000722915
2014	0.201248	0.79865	0.000102499	0.139748	0.859389	0.000862644
2014.13	0.200784	0.799081	0.000135492	0.139248	0.85974	0.00101231
2014.25	0.200341	0.799484	0.000174406	0.138755	0.860073	0.00117116
2014.38	0.199918	0.799862	0.000219489	0.138271	0.860391	0.00133844
2014.5	0.199514	0.800215	0.000270926	0.137794	0.860692	0.0015134
2014.63	0.199127	0.800544	0.000328841	0.137326	0.860979	0.00169532
2014.75	0.198757	0.80085	0.000393307	0.136864	0.861252	0.00188351
2014.88	0.198402	0.801134	0.000464344	0.136411	0.861512	0.00207728
2015	0.198061	0.801397	0.000541926	0.135964	0.86176	0.00227601
2015.13	0.197734	0.80164	0.000625989	0.135525	0.861996	0.0024791
2015.25	0.197419	0.801865	0.00071643	0.135093	0.862221	0.00268599
2015.38	0.197116	0.802071	0.000813114	0.134669	0.862435	0.00289617
2015.5	0.196824	0.80226	0.000915879	0.134251	0.86264	0.00310916
2015.63	0.196543	0.802433	0.00102454	0.133841	0.862835	0.00332452
2015.75	0.196271	0.80259	0.00113889	0.133437	0.863021	0.00354185
2015.88	0.196009	0.802732	0.00125871	0.13304	0.8632	0.00376079
2016	0.195756	0.80286	0.00138376	0.132649	0.86337	0.00398102
2016.13	0.195511	0.802976	0.0015138	0.132265	0.863533	0.00420226
2016.25	0.195273	0.803078	0.00164858	0.131887	0.863689	0.00442424
2016.38	0.195043	0.803169	0.00178785	0.131516	0.863838	0.00464675
2016.5	0.19482	0.803249	0.00193135	0.13115	0.86398	0.00486958
2016.63	0.194603	0.803318	0.00207881	0.130791	0.864116	0.00509257
2016.75	0.194392	0.803378	0.00223	0.130438	0.864247	0.00531557
2016.88	0.194187	0.803428	0.00238465	0.13009	0.864372	0.00553846
2017	0.193988	0.803469	0.00254252	0.129748	0.864491	0.00576114
2017.13	0.193794	0.803503	0.00270338	0.129411	0.864605	0.00598352
2017.25	0.193605	0.803528	0.00286698	0.12908	0.864714	0.00620554
2017.38	0.193421	0.803546	0.00303311	0.128755	0.864818	0.00642714
2017.5	0.193241	0.803558	0.00320154	0.128434	0.864918	0.00664828
2017.63	0.193065	0.803563	0.00337208	0.128118	0.865013	0.00686894
2017.75	0.192893	0.803562	0.00354451	0.127808	0.865103	0.00708908
2017.88	0.192725	0.803556	0.00371866	0.127502	0.865189	0.00730872
2018	0.192561	0.803545	0.00389434	0.127201	0.865271	0.00752783
2018.13	0.1924	0.803529	0.00407139	0.126904	0.865349	0.00774642
2018.25	0.192242	0.803509	0.00424963	0.126612	0.865423	0.00796451
2018.38	0.192087	0.803484	0.00442893	0.126324	0.865494	0.00818209
2018.5	0.191935	0.803456	0.00460914	0.126041	0.86556	0.00839919
2018.63	0.191786	0.803424	0.00479013	0.125761	0.865623	0.00861583
2018.75	0.191639	0.803389	0.00497176	0.125486	0.865682	0.00883201
2018.88	0.191495	0.803351	0.00515394	0.125214	0.865738	0.00904777
2019	0.191353	0.803311	0.00533654	0.124947	0.86579	0.00926312
2019.13	0.191213	0.803267	0.00551947	0.124683	0.865839	0.00947808
2019.25	0.191075	0.803222	0.00570264	0.124422	0.865885	0.00969268
2019.38	0.190939	0.803175	0.00588595	0.124165	0.865928	0.00990693
2019.5	0.190805	0.803125	0.00606933	0.123912	0.865967	0.0101209
2019.63	0.190673	0.803075	0.00625271	0.123662	0.866004	0.0103345
2019.75	0.190542	0.803022	0.00643602	0.123414	0.866038	0.0105478
2019.88	0.190412	0.802968	0.00661919	0.123171	0.866069	0.0107609
2020	0.190284	0.802914	0.00680217	0.12293	0.866097	0.0109737
2020.13	0.190157	0.802858	0.00698491	0.122692	0.866122	0.0111862
2020.25	0.190034	0.802801	0.00716516	0.12246	0.866163	0.0113768
2020.38	0.189914	0.802745	0.00734117	0.122233	0.86622	0.0115467
2020.5	0.189799	0.80269	0.00751135	0.122012	0.866291	0.011697
2020.63	0.189688	0.802637	0.00767428	0.121797	0.866374	0.0118291
2020.75	0.189583	0.802588	0.00782866	0.121586	0.86647	0.0119439
2020.88	0.189483	0.802543	0.00797331	0.121379	0.866578	0.0120427
2021	0.18939	0.802503	0.00810721	0.121178	0.866696	0.0121264
2021.13	0.189302	0.802468	0.00822943	0.12098	0.866824	0.012196
2021.25	0.189222	0.802439	0.00833915	0.120786	0.866961	0.0122525
2021.38	0.189148	0.802416	0.00843568	0.120596	0.867107	0.0122968
2021.5	0.189082	0.802399	0.00851841	0.12041	0.86726	0.0123297
2021.63	0.189024	0.80239	0.00858682	0.120227	0.867421	0.0123521
2021.75	0.188973	0.802387	0.0086405	0.120047	0.867588	0.0123648
2021.88	0.18893	0.802391	0.00867914	0.119871	0.867761	0.0123684
2022	0.188895	0.802403	0.00870249	0.119697	0.86794	0.0123637
2022.13	0.188868	0.802421	0.00871041	0.119525	0.868123	0.0123513
2022.25	0.18885	0.802447	0.00870285	0.119357	0.868311	0.0123319
2022.38	0.18884	0.80248	0.00867983	0.11919	0.868504	0.012306
2022.5	0.188838	0.802521	0.00864149	0.119026	0.8687	0.0122741
2022.63	0.188844	0.802568	0.00858804	0.118864	0.868899	0.0122369
2022.75	0.188858	0.802622	0.00851978	0.118705	0.869101	0.0121947
2022.88	0.188879	0.802684	0.00843709	0.118547	0.869305	0.0121479
2023	0.188908	0.802751	0.00834045	0.11839	0.869512	0.0120971
2023.13	0.188944	0.802825	0.00823042	0.118236	0.869722	0.0120425
2023.25	0.188987	0.802906	0.00810764	0.118083	0.869932	0.0119846
2023.38	0.189035	0.802992	0.00797283	0.117932	0.870145	0.0119236
2023.5	0.189089	0.803084	0.00782675	0.117782	0.870358	0.0118599
2023.63	0.189148	0.803182	0.00767026	0.117633	0.870573	0.0117938
2023.75	0.189211	0.803285	0.00750424	0.117486	0.870788	0.0117254
2023.88	0.189277	0.803393	0.00732962	0.117341	0.871004	0.0116552
2024	0.189347	0.803506	0.00714737	0.117196	0.871221	0.0115831
2024.13	0.189418	0.803623	0.00695848	0.117052	0.871438	0.0115096
2024.25	0.189491	0.803745	0.00676394	0.11691	0.871655	0.0114347
2024.38	0.189565	0.80387	0.00656473	0.116769	0.871873	0.0113586
2024.5	0.189639	0.803999	0.00636184	0.116629	0.87209	0.0112816
2024.63	0.189712	0.804132	0.00615623	0.116489	0.872307	0.0112036
2024.75	0.189783	0.804268	0.00594883	0.116351	0.872524	0.011125
2024.88	0.189853	0.804407	0.0057405	0.116214	0.87274	0.0110457
2025	0.18992	0.804548	0.00553211	0.116078	0.872956	0.0109659
2025.13	0.189984	0.804691	0.00532444	0.115942	0.873172	0.0108858
2025.25	0.190045	0.804837	0.00511821	0.115808	0.873387	0.0108053
2025.38	0.190101	0.804985	0.0049141	0.115675	0.873601	0.0107246
2025.5	0.190153	0.805134	0.00471273	0.115542	0.873814	0.0106438
2025.63	0.1902	0.805285	0.00451464	0.11541	0.874027	0.0105629
2025.75	0.190242	0.805437	0.0043203	0.11528	0.874238	0.010482
2025.88	0.190279	0.805591	0.00413017	0.11515	0.874449	0.0104012
2026	0.190311	0.805745	0.00394458	0.115021	0.874659	0.0103205
2026.13	0.190337	0.8059	0.00376386	0.114892	0.874868	0.0102399
2026.25	0.190357	0.806055	0.00358825	0.114765	0.875075	0.0101595
2026.38	0.190371	0.806211	0.00341797	0.114639	0.875282	0.0100794
2026.5	0.19038	0.806367	0.00325315	0.114513	0.875487	0.00999951
2026.63	0.190383	0.806523	0.00309393	0.114388	0.875692	0.00991995
2026.75	0.19038	0.806679	0.00294036	0.114265	0.875895	0.00984073
2026.88	0.190372	0.806836	0.00279248	0.114141	0.876097	0.00976186
2027	0.190358	0.806992	0.00265029	0.114019	0.876297	0.00968338
2027.13	0.190339	0.807148	0.00251378	0.113898	0.876497	0.00960531
2027.25	0.190314	0.807303	0.00238287	0.113777	0.876695	0.00952765
2027.38	0.190284	0.807458	0.00225751	0.113657	0.876892	0.00945044
2027.5	0.190249	0.807613	0.0021376	0.113538	0.877088	0.00937368
2027.63	0.19021	0.807767	0.00202303	0.11342	0.877282	0.00929739
2027.75	0.190165	0.807921	0.00191367	0.113303	0.877476	0.00922158
2027.88	0.190116	0.808074	0.00180938	0.113186	0.877668	0.00914625
2028	0.190063	0.808227	0.00171004	0.11307	0.877858	0.00907143
2028.13	0.190005	0.808379	0.00161547	0.112955	0.878048	0.0089971
2028.25	0.189943	0.808531	0.00152554	0.112841	0.878236	0.00892329
2028.38	0.189878	0.808682	0.00144007	0.112727	0.878423	0.00884999
2028.5	0.189808	0.808833	0.0013589	0.112614	0.878609	0.00877722
2028.63	0.189735	0.808983	0.00128188	0.112502	0.878793	0.00870497
2028.75	0.189659	0.809132	0.00120883	0.11239	0.878977	0.00863324
2028.88	0.189579	0.809281	0.0011396	0.112279	0.879159	0.00856205
2029	0.189496	0.80943	0.00107402	0.112168	0.87934	0.00849139
2029.13	0.18941	0.809578	0.00101193	0.112059	0.87952	0.00842126
2029.25	0.189321	0.809725	0.00095318	0.111949	0.879699	0.00835166
2029.38	0.18923	0.809873	0.000897617	0.111841	0.879877	0.00828259
2029.5	0.189135	0.81002	0.000845091	0.111733	0.880053	0.00821406
2029.63	0.189038	0.810166	0.000795459	0.111625	0.880229	0.00814606
2029.75	0.188939	0.810313	0.00074858	0.111518	0.880403	0.00807859
2029.88	0.188837	0.810459	0.000704319	0.111411	0.880577	0.00801165
2030	0.188732	0.810605	0.000662546	0.111305	0.880749	0.00794524
2030.13	0.188626	0.810751	0.000623134	0.1112	0.880921	0.00787936
2030.25	0.188517	0.810897	0.000585962	0.111094	0.881092	0.007814
2030.38	0.188406	0.811043	0.000550914	0.11099	0.881261	0.00774916
2030.5	0.188294	0.811189	0.000517879	0.110885	0.88143	0.00768485
2030.63	0.188179	0.811335	0.00048675	0.110781	0.881598	0.00762105
2030.75	0.188062	0.811481	0.000457426	0.110677	0.881765	0.00755776
2030.88	0.187943	0.811627	0.000429807	0.110574	0.881931	0.00749499
2031	0.187823	0.811774	0.000403803	0.110471	0.882096	0.00743272
2031.13	0.1877	0.81192	0.000379323	0.110368	0.882261	0.00737096
2031.25	0.187576	0.812068	0.000356284	0.110265	0.882425	0.00730971
2031.38	0.18745	0.812215	0.000334606	0.110163	0.882588	0.00724895
2031.5	0.187322	0.812364	0.000314212	0.110061	0.88275	0.00718869
2031.63	0.187193	0.812512	0.000295029	0.109959	0.882912	0.00712893
2031.75	0.187062	0.812661	0.00027699	0.109857	0.883073	0.00706965
2031.88	0.186929	0.812811	0.000260029	0.109755	0.883234	0.00701086
2032	0.186794	0.812962	0.000244083	0.109654	0.883394	0.00695256
2032.13	0.186658	0.813113	0.000229096	0.109552	0.883553	0.00689473
