Time	Trip Fraction[public transport]	Trip Fraction[regular car]	Trip Fraction[electric car]	Owner Fraction[public transport]	Owner Fraction[regular car]	Owner Fraction[electric car]
2010	0.239378	0.760622	0	0.160822	0.839178	0
2010.13	0.239378	0.760622	0	0.160822	0.839178	0
2010.25	0.236817	0.763183	0	0.159912	0.840088	0
2010.38	0.234394	0.765606	0	0.159018	0.840982	0
2010.5	0.232113	0.767887	0	0.158143	0.841857	0
2010.63	0.229965	0.770036	0	0.157288	0.842712	0
2010.75	0.227941	0.772059	0	0.156452	0.843548	0
2010.88	0.226034	0.773966	0	0.155634	0.844366	0
2011	0.224236	0.775764	0	0.154833	0.845167	0
2011.13	0.222542	0.777458	0	0.154049	0.845951	0
2011.25	0.220943	0.779057	0	0.153282	0.846718	0
2011.38	0.219435	0.780565	0	0.152531	0.847469	0
2011.5	0.218011	0.781989	0	0.151796	0.848204	0
2011.63	0.216667	0.783333	0	0.151076	0.848924	0
2011.75	0.215398	0.784602	0	0.150372	0.849628	0
2011.88	0.214198	0.785802	0	0.149681	0.850319	0
2012	0.213064	0.786936	0	0.149005	0.850995	0
2012.13	0.211991	0.788009	0	0.148343	0.851657	0
2012.25	0.210977	0.789023	0	0.147694	0.852306	0
2012.38	0.210016	0.789984	0	0.147058	0.852942	0
2012.5	0.209107	0.790893	0	0.146436	0.853564	0
2012.63	0.208245	0.791755	0	0.145825	0.854175	0
2012.75	0.207429	0.792571	0	0.145226	0.854765	8.62914e-006
2012.88	0.206655	0.793345	1.37053e-007	0.144638	0.855337	2.50816e-005
2013	0.205921	0.794079	6.70411e-007	0.14406	0.85589	4.98744e-005
2013.13	0.205225	0.794773	1.94717e-006	0.143493	0.856424	8.32758e-005
2013.25	0.204565	0.795431	4.36399e-006	0.142936	0.856939	0.000125348
2013.38	0.203938	0.796054	8.33606e-006	0.142388	0.857436	0.000175995
2013.5	0.203342	0.796644	1.42743e-005	0.14185	0.857915	0.000235001
2013.63	0.202776	0.797201	2.25697e-005	0.141322	0.858376	0.000302061
2013.75	0.202238	0.797728	3.35831e-005	0.140802	0.858821	0.000376804
2013.88	0.201726	0.798227	4.76383e-005	0.140291	0.85925	0.000458808
2014	0.201238	0.798697	6.50189e-005	0.13979	0.859663	0.000547622
2014.13	0.200772	0.799142	8.59662e-005	0.139297	0.860061	0.000642773
2014.25	0.200329	0.79956	0.000110679	0.138812	0.860444	0.000743777
2014.38	0.199905	0.799955	0.000139316	0.138336	0.860814	0.00085015
2014.5	0.199501	0.800327	0.000171993	0.137868	0.861171	0.000961413
2014.63	0.199114	0.800678	0.000208792	0.137408	0.861515	0.0010771
2014.75	0.198743	0.801007	0.000249758	0.136955	0.861848	0.00119675
2014.88	0.198389	0.801316	0.000294902	0.136511	0.862169	0.00131994
2015	0.198049	0.801607	0.000344208	0.136075	0.862479	0.00144625
2015.13	0.197723	0.80188	0.000397634	0.135646	0.862779	0.00157529
2015.25	0.19741	0.802135	0.00045511	0.135224	0.863069	0.0017067
2015.38	0.197109	0.802374	0.00051655	0.13481	0.86335	0.00184015
2015.5	0.19682	0.802598	0.000581847	0.134403	0.863622	0.00197531
2015.63	0.196541	0.802808	0.00065088	0.134003	0.863885	0.00211191
2015.75	0.196273	0.803003	0.000723515	0.13361	0.864141	0.00224967
2015.88	0.196014	0.803186	0.000799607	0.133223	0.864388	0.00238837
2016	0.195765	0.803356	0.000879001	0.132844	0.864628	0.00252778
2016.13	0.195524	0.803514	0.000961539	0.132471	0.864862	0.00266773
2016.25	0.195291	0.803662	0.00104706	0.132104	0.865088	0.00280803
2016.38	0.195066	0.803798	0.00113539	0.131744	0.865308	0.00294854
2016.5	0.194848	0.803925	0.00122636	0.131389	0.865521	0.00308914
2016.63	0.194637	0.804043	0.00131981	0.131041	0.865729	0.0032297
2016.75	0.194432	0.804152	0.00141556	0.130699	0.865931	0.00337013
2016.88	0.194234	0.804253	0.00151346	0.130363	0.866127	0.00351035
2017	0.194041	0.804346	0.00161334	0.130032	0.866318	0.00365029
2017.13	0.193854	0.804431	0.00171504	0.129706	0.866504	0.00378989
2017.25	0.193671	0.80451	0.0018184	0.129387	0.866684	0.00392911
2017.38	0.193494	0.804583	0.00192329	0.129072	0.86686	0.00406791
2017.5	0.193321	0.804649	0.00202955	0.128763	0.867031	0.00420626
2017.63	0.193153	0.80471	0.00213706	0.128458	0.867198	0.00434415
2017.75	0.192989	0.804765	0.00224567	0.128159	0.86736	0.00448157
2017.88	0.192829	0.804816	0.00235526	0.127864	0.867517	0.00461849
2018	0.192672	0.804862	0.00246571	0.127574	0.867671	0.00475493
2018.13	0.192519	0.804904	0.00257691	0.127289	0.86782	0.00489089
2018.25	0.192369	0.804942	0.00268876	0.127008	0.867966	0.00502637
2018.38	0.192223	0.804976	0.00280114	0.126731	0.868107	0.00516137
2018.5	0.192079	0.805007	0.00291398	0.126459	0.868245	0.00529591
2018.63	0.191938	0.805035	0.00302717	0.126191	0.868379	0.00543001
2018.75	0.1918	0.80506	0.00314064	0.125926	0.86851	0.00556367
2018.88	0.191664	0.805082	0.0032543	0.125666	0.868637	0.00569692
2019	0.19153	0.805102	0.00336809	0.125409	0.868761	0.00582976
2019.13	0.191399	0.805119	0.00348194	0.125157	0.868881	0.00596222
2019.25	0.19127	0.805134	0.00359578	0.124907	0.868998	0.0060943
2019.38	0.191142	0.805148	0.00370957	0.124662	0.869112	0.00622603
2019.5	0.191017	0.80516	0.00382324	0.124419	0.869223	0.00635743
2019.63	0.190893	0.80517	0.00393674	0.124181	0.869331	0.0064885
2019.75	0.190771	0.805179	0.00405004	0.123945	0.869436	0.00661926
2019.88	0.19065	0.805187	0.00416309	0.123712	0.869538	0.00674973
2020	0.190531	0.805194	0.00427585	0.123483	0.869637	0.00687991
2020.13	0.190412	0.805199	0.00438829	0.123256	0.869734	0.00700983
2020.25	0.190295	0.805204	0.00450038	0.123032	0.869828	0.0071395
2020.38	0.190179	0.805209	0.00461209	0.122811	0.86992	0.00726891
2020.5	0.190064	0.805212	0.0047234	0.122593	0.870009	0.00739809
2020.63	0.18995	0.805216	0.00483428	0.122377	0.870096	0.00752705
2020.75	0.189837	0.805219	0.00494471	0.122164	0.87018	0.00765578
2020.88	0.189724	0.805221	0.00505469	0.121954	0.870262	0.0077843
2021	0.189612	0.805224	0.00516418	0.121745	0.870342	0.00791262
2021.13	0.1895	0.805227	0.00527319	0.12154	0.87042	0.00804073
2021.25	0.189389	0.805229	0.00538169	0.121336	0.870495	0.00816864
2021.38	0.189278	0.805232	0.00548969	0.121134	0.870569	0.00829636
2021.5	0.189168	0.805235	0.00559716	0.120935	0.870641	0.00842389
2021.63	0.189057	0.805238	0.00570412	0.120738	0.870711	0.00855123
2021.75	0.188947	0.805242	0.00581054	0.120542	0.870779	0.00867837
2021.88	0.188837	0.805246	0.00591644	0.120349	0.870846	0.00880533
2022	0.188727	0.805251	0.00602181	0.120157	0.870911	0.0089321
2022.13	0.188617	0.805256	0.00612665	0.119967	0.870974	0.00905868
2022.25	0.188507	0.805262	0.00623097	0.119779	0.871036	0.00918506
2022.38	0.188397	0.805269	0.00633476	0.119593	0.871096	0.00931125
2022.5	0.188286	0.805276	0.00643803	0.119408	0.871155	0.00943725
2022.63	0.188175	0.805284	0.00654078	0.119225	0.871212	0.00956304
2022.75	0.188063	0.805294	0.00664303	0.119043	0.871268	0.00968863
2022.88	0.187951	0.805304	0.00674477	0.118863	0.871323	0.00981401
2023	0.187839	0.805315	0.00684603	0.118684	0.871377	0.00993918
2023.13	0.187726	0.805327	0.00694679	0.118506	0.87143	0.0100641
2023.25	0.187612	0.805341	0.00704709	0.118329	0.871482	0.0101889
2023.38	0.187498	0.805355	0.00714692	0.118154	0.871532	0.0103134
2023.5	0.187383	0.805371	0.00724629	0.11798	0.871582	0.0104377
2023.63	0.187267	0.805388	0.00734522	0.117807	0.871631	0.0105617
2023.75	0.18715	0.805406	0.00744373	0.117636	0.871679	0.0106855
2023.88	0.187032	0.805426	0.00754181	0.117465	0.871726	0.0108091
2024	0.186913	0.805447	0.0076395	0.117295	0.871773	0.0109324
2024.13	0.186793	0.80547	0.00773679	0.117126	0.871818	0.0110554
2024.25	0.186672	0.805494	0.0078337	0.116958	0.871864	0.0111782
2024.38	0.18655	0.80552	0.00793025	0.116791	0.871908	0.0113007
2024.5	0.186426	0.805547	0.00802645	0.116625	0.871952	0.0114229
2024.63	0.186301	0.805576	0.00812232	0.116459	0.871996	0.0115449
2024.75	0.186175	0.805607	0.00821786	0.116294	0.872039	0.0116665
2024.88	0.186048	0.805639	0.0083131	0.11613	0.872082	0.0117879
2025	0.185918	0.805673	0.00840804	0.115967	0.872124	0.011909
2025.13	0.185788	0.805709	0.00850271	0.115804	0.872166	0.0120297
2025.25	0.185656	0.805747	0.00859712	0.115642	0.872208	0.0121502
2025.38	0.185522	0.805787	0.00869128	0.11548	0.87225	0.0122703
2025.5	0.185386	0.805829	0.0087852	0.115318	0.872291	0.0123901
2025.63	0.185249	0.805872	0.0088789	0.115158	0.872333	0.0125096
2025.75	0.18511	0.805918	0.00897239	0.114997	0.872374	0.0126288
2025.88	0.184969	0.805966	0.00906569	0.114837	0.872415	0.0127476
2026	0.184826	0.806016	0.00915881	0.114677	0.872457	0.0128661
2026.13	0.184681	0.806068	0.00925176	0.114518	0.872498	0.0129842
2026.25	0.184534	0.806122	0.00934456	0.114359	0.872539	0.013102
2026.38	0.184385	0.806178	0.00943721	0.1142	0.872581	0.0132194
2026.5	0.184234	0.806237	0.00952973	0.114041	0.872622	0.0133364
2026.63	0.18408	0.806298	0.00962213	0.113883	0.872664	0.0134531
2026.75	0.183925	0.806361	0.00971442	0.113724	0.872706	0.0135694
2026.88	0.183767	0.806426	0.00980662	0.113566	0.872748	0.0136854
2027	0.183607	0.806494	0.00989873	0.113408	0.872791	0.0138009
2027.13	0.183444	0.806565	0.00999075	0.11325	0.872834	0.0139161
2027.25	0.183279	0.806638	0.0100827	0.113092	0.872877	0.0140309
2027.38	0.183112	0.806713	0.0101746	0.112934	0.872921	0.0141453
2027.5	0.182942	0.806791	0.0102665	0.112775	0.872965	0.0142593
2027.63	0.18277	0.806872	0.0103583	0.112617	0.87301	0.0143729
2027.75	0.182595	0.806955	0.01045	0.112459	0.873055	0.0144861
2027.88	0.182417	0.807041	0.0105418	0.1123	0.873101	0.0145989
2028	0.182237	0.80713	0.0106335	0.112142	0.873147	0.0147113
2028.13	0.182053	0.807221	0.0107252	0.111983	0.873194	0.0148233
2028.25	0.181867	0.807316	0.0108169	0.111824	0.873241	0.0149349
2028.38	0.181679	0.807413	0.0109086	0.111665	0.873289	0.015046
2028.5	0.181487	0.807513	0.0110003	0.111505	0.873338	0.0151568
2028.63	0.181292	0.807616	0.011092	0.111345	0.873388	0.0152671
2028.75	0.181095	0.807721	0.0111837	0.111185	0.873438	0.015377
2028.88	0.180894	0.80783	0.0112754	0.111024	0.873489	0.0154864
2029	0.180691	0.807942	0.0113671	0.110863	0.873541	0.0155955
2029.13	0.180484	0.808057	0.0114589	0.110702	0.873594	0.0157041
2029.25	0.180274	0.808175	0.0115507	0.11054	0.873648	0.0158123
2029.38	0.180061	0.808296	0.0116425	0.110378	0.873702	0.0159201
2029.5	0.179845	0.808421	0.0117343	0.110215	0.873757	0.0160274
2029.63	0.179626	0.808548	0.0118262	0.110052	0.873814	0.0161343
2029.75	0.179403	0.808679	0.0119181	0.109888	0.873871	0.0162408
2029.88	0.179177	0.808813	0.01201	0.109724	0.873929	0.0163468
2030	0.178947	0.808951	0.012102	0.109559	0.873989	0.0164524
2030.13	0.178715	0.809091	0.012194	0.109393	0.874049	0.0165576
2030.25	0.178478	0.809236	0.0122861	0.109227	0.874111	0.0166623
2030.38	0.178239	0.809383	0.0123781	0.10906	0.874173	0.0167666
2030.5	0.177995	0.809534	0.0124703	0.108893	0.874237	0.0168704
2030.63	0.177749	0.809689	0.0125624	0.108724	0.874302	0.0169738
2030.75	0.177498	0.809847	0.0126546	0.108555	0.874368	0.0170768
2030.88	0.177244	0.810009	0.0127468	0.108386	0.874435	0.0171793
2031	0.176986	0.810175	0.0128391	0.108215	0.874504	0.0172814
2031.13	0.176725	0.810344	0.0129314	0.108044	0.874573	0.0173831
2031.25	0.17646	0.810516	0.0130237	0.107871	0.874644	0.0174843
2031.38	0.176191	0.810693	0.0131161	0.107698	0.874716	0.0175851
2031.5	0.175919	0.810873	0.0132085	0.107525	0.87479	0.0176854
2031.63	0.175642	0.811057	0.013301	0.10735	0.874865	0.0177853
2031.75	0.175362	0.811245	0.0133934	0.107174	0.874941	0.0178848
2031.88	0.175078	0.811436	0.0134859	0.106997	0.875019	0.0179839
2032	0.17479	0.811632	0.0135785	0.10682	0.875098	0.0180825
2032.13	0.174498	0.811831	0.013671	0.106641	0.875178	0.0181806
